"Date","City","State","Type","Description"
"09/03/2004","Reno","NV","Vandalism","Swastikas and the phrase 'Bovich is 187' were spray-painted on a synagogue."
"09/03/2004","Spokane","WA","Leafletting","Fliers from the white supremacist group White Revolution were distributed throughout a neighborhood."
"09/02/2004","The Dalles","OR","Leafletting","Fliers from the neo-Nazi White Revolution targeting Hispanics and African- Americans were distributed."
"09/01/2004","Covington","KY","Legal Developments","Matthew Scudder, 18, and Jimmy Foster, 19, pleaded guilty to federal civil rights violations stemming from a July cross burning that drove a black family from their home."
"08/31/2004","Roanoke","VA","Legal Developments","Christopher Frank Martin, 35, pleaded guilty to ransacking a historic black church."
"08/29/2004","Milford","MA","Legal Developments","Roger Britton Jr., 33, was ordered to serve one year in jail for an assault against an Iraqi-born gas station attendant."
"08/28/2004","Brooklyn","NY","Assault","A 10-year-old boy was taunted with anti- Arab slurs and then punched in the stomach."
"08/27/2004","San Diego","CA","Assault","Two 15-year-olds were arrested for assaulting a black student outside a high school."
"08/27/2004","Des Moines","IA","Vandalism","The letters 'KKK', swastikas and racial slurs were spray-painted at an art center."
"08/27/2004","Sharpsburg","MD","Rally","Nine members of the World Knights of the Ku Klux Klan rallied."
"08/26/2004","Watsonville","CA","Assault","A driver allegedly yelled slurs and threw an object at a young man because of the victim's alleged sexual orientation."
"08/26/2004","Fort Wayne","IN","Vandalism","Anti-religious messages were left on the lawn in front of a daycare center."
"08/26/2004","Cincinnati","OH","Vandalism","Nearly 100 monuments were toppled and shattered at the front gate of a Jewish cemetery."
"08/25/2004","Kealakekua","HI","Legal Developments","Henry Bell, 22, was charged with three counts of assault, two counts of terroristic threatening, two counts of unauthorized entry in a motor vehicle, two counts of theft, two counts of criminal property damage, rioting and resisting arrest for his alleged part in a July bias attack on campers."
"08/25/2004","Brooklyn","NY","Intimidation","A letter containing anti-Semitic slurs was found at an apartment complex."
"08/21/2004","Wilsonville","OR","Leafletting","Anti-Latino fliers were distributed."
"08/20/2004","Bloomingdale","IL","Harassment","Kyle Lopez, 17, was charged with two counts of committing a hate crime for allegedly spitting at and berating an African-American man with racial epithets."
"08/20/2004","Columbia","MS","Leafletting","Fliers from the Knights of the Ku Klux Klan were distributed throughout the county."
"08/20/2004","Bronx","NY","Vandalism","Anti-Semitic graffiti was scrawled on a wall at a Jewish center."
"08/20/2004","Augusta","WV","Leafletting","Fliers from the neo-Nazi National Socialist Movement were left on vehicles parked at the county fairgrounds."
"08/19/2004","Antelope","CA","Vandalism","The letters 'KKK' were spray-painted on the garage door of a Jewish couple's residence  and a swastika was spray-painted on the garage door of an African- American couple's house."
"08/19/2004","Tracy","CA","Vandalism","Swastikas were spray-painted on 15 vehicles in a neighborhood."
"08/19/2004","Bridgeport","CT","Legal Developments","Brian W. Staehly, 18, member of the neo- Nazi Skinhead group the White Wolves, was arrested for violating probation after he was charged with allegedly robbing a jewelry store in New York."
"08/19/2004","East Haven","CT","Legal Developments","David Hoadley, 43, and Nancy Smyth, 51, both white, were arrested after an alleged racial confrontation with a black man."
"08/19/2004","Cool Spring","DE","Vandalism","Racist graffiti was spray-painted on road signs."
"08/19/2004","Mashpee","MA","Vandalism","Roofing tiles were stripped into the shape of a swastika."
"08/19/2004","Annapolis","MD","Leafletting","Fliers from the neo-Nazi National Alliance were distributed throughout a neighborhood."
"08/19/2004","Scarsdale","NY","Vandalism","Swastika-emblazoned stickers were posted on street signs."
"08/18/2004","Dunn","NC","Vandalism","The letters 'KKK' were spray-painted on a black family's residence. A racial slur was also found on a white man's house."
"08/17/2004","Highland Park","NJ","Legal Developments","Peter Demers was fined $425 and ordered to undergo sensitivity training for yelling a racial epithet at a black woman in June."
"08/16/2004","Flemington","NJ","Leafletting","Fliers from the neo-Nazi National Alliance were distributed throughout a neighborhood."
"08/16/2004","Brooklyn","NY","Harassment","Anti-gay insults were made to two teens on a subway train."
"08/16/2004","Manhattan","NY","Vandalism","A swastika was scrawled on a parking meter."
"08/15/2004","Annapolis","MD","Leafletting","Fliers from the neo-Nazi National Alliance were distributed throughout a neighborhood."
"08/13/2004","Concord","AR","Leafletting","Fliers from the Knights of the Ku Klux Klan were distributed."
"08/13/2004","Troutdale","OR","Leafletting","Racist fliers from the Tualatin Valley Skins were distributed."
"08/12/2004","Springfield","MO","Legal Developments","Steven A. Heldenbrand, 27, was sentenced to two years and eight months in prison for attacking two black men at a restaurant. Kenneth Francis Johnsen, 27, was sentenced to four years and three months for his role in the attack."
"08/12/2004","Manhattan","NY","Assault","A group of about eight men allegedly attacked two men they believed to be gay while yelling anti-gay slurs."
"08/12/2004","Jackson","WY","Vandalism","A rock was thrown through a window of a Jewish couple's home."
"08/10/2004","New York","NY","Assault","Brian Lydon, 45, was charged with third- degree assault and harassment for allegedly attacking a man of Middle Eastern descent while yelling 'You are Muslim.'"
"08/09/2004","Sacramento","CA","Vandalism","Anti-gay and racist epithets were spray-painted on homes, cars and garages throughout a neighborhood."
"08/09/2004","Waltham","MA","Leafletting","Leaflets from the neo-Nazi National Alliance and the America First Party were thrown onto lawns in a neighborhood."
"08/09/2004","Springfield","MO","Legal Developments","Michael Osorio, 24, was sentenced to four years in prison for participating in the racially motivated attack of a black man at a restaurant in 2001."
"08/08/2004","Brooklyn","NY","Assault","Melvin Ashford, 37, was charged with third- degree assault, criminal possession of a weapon and aggravated assault for allegedly attacking a man while yelling anti-gay epithets."
"08/08/2004","Queens","NY","Vandalism","A swastika and anti-Semitic slurs were scrawled on an apartment door."
"08/06/2004","Bronx","NY","Vandalism","Anti-black insults were spray-painted on a wall."
"08/04/2004","Littleton","CO","Leafletting","Fliers from the neo-Nazi National Alliance were distributed in a neighborhood."
"08/04/2004","Manhattan","NY","Harassment","A man yelled anti-Arab slurs at a woman of apparent Middle Eastern descent."
"08/04/2004","Lake Oswego","OR","Cross Burnings","Francis Lawrence Faragalli, Joseph S. Colett and Jess Michael Andrews, all 18, were charged with burning a 15-foot cross into the lawn of a Jewish family in June."
"08/04/2004","Kearns","UT","Vandalism","Racial slurs and expletives were scrawled on an elementary school."
"08/03/2004","San Francisco","CA","Vandalism","Swastikas were scrawled on campaign signs."
"08/03/2004","Springfield","MO","Legal Developments","Racist Skinhead Michael Shane McCormick, 30, was sentenced to two years in state prison on a charge of third-degree assault for punching a black man in 2001."
"08/03/2004","Queens","NY","Vandalism","A swastika was spray-painted on the wall of an subway station."
"08/03/2004","Rego Park","NY","Legal Developments","Kevin McKenna, 35, was sentenced to five years' probation for the 2002 arson of a Korean minister's van."
"08/03/2004","League City","TX","Assault","Darren Christopher Gay and Shawn Michael Reagan, both 21, and Donald Roy Bockman, 24, and a 16-year-old juvenile were charged with aggravated sexual assault and aggravated robbery with a deadly weapon for allegedly assaulting and robbing a gay man in July."
"08/03/2004","Brattleboro","VT","Leafletting","A racist flier from the white supremacist group European-American Unity and Rights Organization was left in a yard."
"08/02/2004","Elk Grove","CA","Vandalism","Anti-gay and racist epithets were spray-painted on cars, garage doors and houses."
"08/02/2004","Belleville","IL","Arson","A truck was set afire and a note with racial remarks directed at the owner was left at the scene."
"08/01/2004","Port Orange","FL","Vandalism","A juvenile was arrested after a racial slur was scrawled on the mailbox of a black family."
"08/01/2004","Brooklyn","NY","Vandalism","Anti-Semitic graffiti was discovered inside a subway station."
"08/01/2004","Kings Park","NY","Harassment","John H. Corr, 19, was charged with a hate crime for allegedly leaving an anti-Semitic phone message for a Jewish acquaintance."
"07/31/2004","Bronx","NY","Assault","A man allegedly yelled anti-gay slurs and shot another man in the back with a pellet gun."
"07/31/2004","Guilford","VT","Vandalism","The words 'AIDS' and 'Fag' were carved into the tombstone of Ron Squires, the first openly gay Vermont state legislator, who died of AIDS in 1993."
"07/30/2004","Needham","MA","Leafletting","Fliers from the neo-Nazi National Alliance were distributed throughout a neighborhood."
"07/30/2004","Newton","MA","Leafletting","Literature from the neo-Nazi National Alliance was distributed throughout a neighborhood."
"07/29/2004","St. Matthews","KY","Leafletting","Racist fliers were left in yards."
"07/28/2004","Valrico","FL","Vandalism","Nazi and Ku Klux Klan symbols were painted on a black family's car and residence."
"07/28/2004","Glenview","IL","Vandalism","Swastikas, racial slurs and obscenities were scratched into six vehicles."
"07/27/2004","Plymouth","MA","Vandalism","A racial slur was scratched into the tailgate of a white couple's truck."
"07/25/2004","Farmingville","NY","Legal Developments","Patrick Kelly, 37, was arrested for allegedly targeting Mexican day laborers in a series of armed robberies."
"07/23/2004","Buffalo","NY","Harassment","Two teenage sisters were allegedly threatened and chased by a car. The car had two white females inside who allegedly yelled obscentities and made references to the teenagers' Islamic background."
"07/22/2004","Mobile","AL","Threat","A note containing a racial slur and a threatening statement was left on the door of a house a black couple was to rent from a white couple."
"07/21/2004","Westwood","MA","Leafletting","Klan fliers were left in a neighborhood."
"07/18/2004","Denver","CO","Vandalism","A swastika and a racial slur were spray-painted on a church."
"07/18/2004","Ellicott","MD","Leafletting","A variety of racist literature from the neo- Nazi National Alliance was distributed in a neighborhood."
"07/17/2004","Coeur D'Alene","ID","Rally","About 40 members of the neo-Nazi Aryan Nations rallied."
"07/16/2004","Hays","KS","Leafletting","Two different fliers from the neo-Nazi National Alliance were left on driveways throughout a neighborhood."
"07/16/2004","Louisville","KY","Leafletting","Racist fliers from the Knights Party, a Klan group, were put on the doorsteps of residences throughout several neighborhoods."
"07/16/2004","Lincoln","NE","Rally","About 25 members of the Nationalist Socialist Movement held a rally."
"07/15/2004","Palo Alto","CA","Vandalism","Swastikas were carved into picnic tables."
"07/15/2004","Lexington","KY","Legal Developments","Matthew T. Scudder, 18, and Jimmy D. Foster, 19, were charged with burning a cross in a black family's yard and smashing out the windows of the family's car the next day."
"07/15/2004","Norton","MA","Vandalism","Four 14-year-olds were arrested after allegedly spray-painting anti-Semitic, anti- gay and anti-Catholic graffiti on several houses and in yards. Three of the teens were each charged with nine counts of malicious destruction of property and the fourth was charged with eight counts of malicious destruction of property."
"07/15/2004","Grand Blanc","MI","Leafletting","Fliers from the neo-Nazi National Alliance were left at residences throughout a neighborhood."
"07/15/2004","Woodbridge","NJ","Vandalism","Swastikas and the word 'Nazi' were painted on benches and playground equipment at a local park."
"07/15/2004","Seattle","WA","Assault","Vadim Samusenko, 20, and David Kravchenko, 19, were each charged with first-degree assault and malicious harassment for allegedly beating and stabbing a gay man."
"07/14/2004","Norton","MA","Vandalism","Racial graffiti was scrawled on homes and cars throughout a neighborhood."
"07/14/2004","Brooklyn","NY","Harassment","Shawn Brown, 27, was charged with menacing as a hate crime, harassment, aggravated harassment, public lewdness, exposing himself and endangering the welfare of a child for allegedly taunting a lesbian couple while exposing himself in front of their child."
"07/13/2004","Chico","CA","Leafletting","Fliers from the neo-Nazi White Aryan Resistance were left on doorsteps in several neighborhoods."
"07/13/2004","Plainfield","NJ","Legal Developments","Melvin Ross, 33, and Oshea Clarke, 20, were charged in separate attacks related to a string of violent robberies targeting Hispanic men."
"07/13/2004","Corpus Christi","TX","Vandalism","A cross was burned into the front lawn of a member of the group 100 Black Men."
"07/13/2004","Tyler","TX","Assault","Samuel Scott Castleberrry, a suspected white supremacist, was charged with aggravated assault with a deadly weapon and child endangerment after an alleged road rage incident."
"07/13/2004","Montpelier","VT","Vandalism","Sarah Abair, 22, and Tonya Richards, 17 were arrested for allegedly drawing swastikas on buildings."
"07/12/2004","Clearwater","FL","Vandalism","Kyle Maskell, 18, was sentenced to 10 days in jail and two years' probation for shattering an office building window that appeared to reflect an image of the Virgin Mary."
"07/12/2004","Farmingville","NY","Legal Developments","Kyle Mahler, 18, was sentenced to one and a third to four years in prison for firebombing a Mexican-American family's home in July 2003. Derek Brandafino, 18, was sentenced to 420 hours of community service, a conditional discharge for three years and youthful offender status for his participation in the incident and William Lutz, 18, was sentenced to 500 hours of community service and five years' probation as well as youthful offender status."
"07/12/2004","Tuscarawas Township","OH","Arson","Two Molotov cocktails were thrown into a biracial couple's residence."
"07/11/2004","Long Island","NY","Legal Developments","Salvatore Maceli, 26, was charged with third-degree assault as a hate crime after he allegedly was among a group of men who reportedly attacked a honorary Skih priest over the turban the man was wearing."
"07/11/2004","Williamsburg","VA","Leafletting","Fliers from the neo-Nazi National Alliance were distributed in six neighborhoods."
"07/10/2004","Lincoln","NE","Leafletting","Fliers from the neo-Nazi National Alliance were left in yards throughout a neighborhood."
"07/10/2004","Queens","NY","Assault","Three men allegedly beat a Sikh man into unconciousness."
"07/10/2004","Richmond Hill","NY","Legal Developments","Terence P. Lyons, 53, Victor J. Constentino, 58, and Nicholas Maceli, 22, were charged with a hate crime, assault and aggravated harassment for allegedly beating a Sikh man on July 11."
"07/10/2004","Bethlehem","PA","Vandalism","The letters 'KKK' were spray-painted on a sign at a middle school."
"07/10/2004","York","PA","Leafletting","Fliers from the neo-Nazi National Alliance were left in the driveway of the local district attorney's residence."
"07/10/2004","Fisherville","VA","Leafletting","Leaflets from the neo-Nazi National Alliance were thrown on driveways in a neighborhood."
"07/09/2004","Ponte Vedra Beach","FL","Vandalism","Swastikas and the letters 'KKK' were spray-painted on several garage doors and driveways."
"07/09/2004","Milton","MA","Leafletting","Fliers from the National Knights of the Ku Klux Klan were distributed throughout a neighborhood."
"07/08/2004","Paducah","KY","Legal Developments","Matthew Langston and Matthew Stice, both 18, pled guilty to criminal mischief for defacing a temple with anti-Semitic epithets, were sentenced to 90 days in jail and were ordered to serve 80 hours each of community service and to complete educational sessions on tolerance provided by the Jewish Federation."
"07/08/2004","East Windsor","NJ","Vandalism","Twenty-nine swastikas were spray-painted across a concrete barrier on a bypass. The words 'Osama bin Laden for President' and an anti-Semitic phrase were also scrawled in black paint."
"07/07/2004","Citrus Heights","CA","Leafletting","Leaflets from the neo-Nazi White Aryan Resistance were distributed."
"07/07/2004","Rocklin","CA","Vandalism","Two red swastikas were painted on portable toilets near partially constructed homes that were set afire."
"07/07/2004","Lakewood","NJ","Harassment","Frances A. Stiles, 42, was charged with bias harassment for allegedly urging children to throw pennies at a group of Jewish people.  She also was charged with employing a juvenile to commit a crime."
"07/07/2004","Edmonds","WA","Cross Burnings","A cross was burned in the front lawn of a family of Middle Eastern descent."
"07/05/2004","Valrico","FL","Vandalism","Three white teenagers, Damian Yeager, 15, Phillip Belcher, 14, and John Bailey, 16, were charged with spray-painting a swastika, profanities and references to the Ku Klux Klan on a black neighbor's garage and driveway."
"07/05/2004","Needham","MA","Leafletting","Fliers from the neo-Nazi National Alliance were distributed throughout a neighborhood."
"07/05/2004","Salem","OR","Leafletting","Fliers from the neo-Nazi Aryan Nations were left on cars parked at a local library."
"07/05/2004","Virginia Beach","VA","Legal Developments","Richard Elliot was ordered to serve a 90- day sentence for trying to burn a cross in an interracial couple's yard in 1998."
"07/04/2004","Staten Island","NY","Vandalism","A large swastika was burned into the street in a largely Italian neighborhood."
"07/04/2004","West Village","NY","Assault","Two men were assaulted by a group of 10 to 12 men who shouted  anti-gay slurs at them."
"07/03/2004","Montgomery","AL","Leafletting","Fliers from the neo-Nazi National Alliance were distributed in a neighborhood."
"07/03/2004","Dearborn","MI","Leafletting","A flier from the National Socialist Skinhead Front was posted in a park."
"07/03/2004","Vancouver","WA","Leafletting","Fliers from the neo-Nazi National Alliance were left on lawns in several neighborhoods."
"07/01/2004","Burlington","KY","Cross Burnings","A burned cross was left in a black family's yard and their car windows were broken."
"06/30/2004","Fulton","IL","Assault","Corey J. Rock, a 16-year-old white youth, was charged with assault, eluding police, drunken driving and speeding after allegedly striking another teen with a car because the youth had black friends."
"06/30/2004","Mount Airy","MD","Legal Developments","Justin E. Wright, 20, was sentenced to one year in prison and three years of probation for his role in spray-painting racial slurs on a house in September 2003."
"06/30/2004","Richmond Heights","MO","Leafletting","Leaflets from the neo-Nazi National Alliance were distributed in a neighborhood."
"06/29/2004","Winsted","CT","Leafletting","Copies of the white supremacist newsletter 'The Truth At Last' were distributed throughout a neighborhood."
"06/29/2004","Framingham","MA","Leafletting","Klan fliers were left on lawns throughout a neighborhood."
"06/27/2004","San Bruno","CA","Vandalism","An anti-Semitic slur was scrawled across a church."
"06/26/2004","Lancaster","CA","Vandalism","A swastika and the letters 'KKK' were spray-painted on a car and residence."
"06/26/2004","Seattle","WA","Assault","A group of men allegedly attacked a man while calling him an anti-gay slur."
"06/25/2004","Athens","AL","Vandalism","A swastika and a heart with the word 'Hitler' were spray-painted in the parking lot of a predominately black church."
"06/25/2004","Newton","MA","Vandalism","Swastikas and an obscenity were scratched into the trunk of a car."
"06/25/2004","Brooklyn","NY","Assault","Four black men allegedly attacked two white gay men while yelling anti-gay epithets."
"06/25/2004","New York","NY","Harassment","A group of men allegedly yelled anti-gay slurs at men they believed to be gay."
"06/23/2004","Egg Harbor Township","NJ","Vandalism","Racial slurs were spray-painted on a Pakistani woman's mailbox."
"06/22/2004","Valencia","CA","Vandalism","Racial slurs and swastikas were spray-painted throughout a park."
"06/22/2004","Torrington","CT","Leafletting","Copies of the white supremacist newspaper 'The Truth At Last' were left in driveways and mailboxes."
"06/22/2004","Greenwood Lake","NY","Leafletting","Fliers from the neo-Nazi National Alliance were found on the doorstep of an elderly person in a neighborhood."
"06/22/2004","Spokane","WA","Legal Developments","Two 17-year-olds pleaded guilty to one charge each of felony malicious harassment after they tried to burn a cross in front of a black family's home in April."
"06/19/2004","Hudson","NH","Leafletting","Fliers from the neo-Nazi White Revolution were distributed throughout a neighborhood."
"06/19/2004","Salem","NH","Leafletting","Fliers from the neo-Nazi group White Revolution were distributed throughout a neighborhood."
"06/18/2004","Anderson","CA","Leafletting","Swastika-emblazoned fliers rolled up inside literature from the neo-Nazi White Aryan Resistance were thrown onto lawns and driveways of more than 150 residences."
"06/18/2004","Shelton","CT","Vandalism","Religious slurs and swastikas were drawn on two residences."
"06/18/2004","Pewee Valley","KY","Leafletting","Pamphlets from the International Keystone Knights of the Ku Klux Klan were distributed throughout the city."
"06/18/2004","Needham","MA","Leafletting","A racist flier was left in a yard."
"06/18/2004","Lake Oswego","OR","Vandalism","A cross was burned with weedkiller in the front lawn of a Jewish family's residence."
"06/17/2004","Bridgewater","NJ","Legal Developments","Robert Kubish, 49, was sentenced to 10 years in prison and ordered to pay more than $2,000 in restitution to the victims of his five-year bias crime spree."
"06/16/2004","Fresh Meadows","NY","Vandalism","Anti-Semitic slurs were scratched into the street, sidewalk, and flower bed in front of a synagogue."
"06/15/2004","Bozeman","MT","Leafletting","Fliers from the neo-Nazi National Alliance were left in driveways."
"06/14/2004","Indianapolis","IN","Legal Developments","Jerry Dean Landis was sentenced to 18 months in prison and three years of probation for burning a cross on an African- American family's lawn in July 2000."
"06/13/2004","Rego Park","NY","Vandalism","Two swastikas were scrawled on a front door of a Jewish center."
"06/12/2004","Salem","NH","Leafletting","Literature from the neo-Nazi White Revolution was tossed in driveways throughout a neighborhood."
"06/11/2004","Manchester","NH","Vandalism","Swastikas and anti-Semitic and anti-Catholic messages were scrawled on the steps and an exterior wall of a synagogue."
"06/11/2004","Martinsburg","WV","Assault","William Kelly Curtin, 26, was charged with malicious wounding and civil rights violations for allegedly stabbing a black man during an argument."
"06/10/2004","St. Peters","MO","Vandalism","Racial slurs were spray-painted on a predominantly black church."
"06/09/2004","North Plainfield","NJ","Assault","Dexter Cory Pereira, 27, was charged with first-degree robbery, second-degree aggravated assault and first-degree bias intimidation for allegedly robbing and beating a Hispanic man."
"06/07/2004","Sudlersville","MD","Vandalism","A 16-year-old was charged with a hate  crime for allegedly writing racial slurs on three buildings."
"06/07/2004","Tualatin","OR","Leafletting","Fliers from the Tualatin Valley Skins were distributed throughout six neighborhoods."
"06/06/2004","Oakland","CA","Vandalism","A racial slur and threats were written on a restaurant owned by a Korean-American man."
"06/06/2004","Coney Island","NY","Vandalism","A swastika was scrawled on a door."
"06/05/2004","Santa Cruz","CA","Arson","Newspapers were stuffed into a mail slot at the offices of a Jewish student organization and set afire."
"06/05/2004","Shrewsbury","MA","Vandalism","Swastikas were painted on an American Legion Post and a pile of human feces was left on a steel cannon."
"06/03/2004","Carver","MA","Vandalism","Racial slurs were scrawled in a boy's bathroom at a middle school."
"06/02/2004","Piney Fork","OH","Vandalism","The letters 'KKK' were spray-painted on a bridge."
"06/01/2004","Charlottesville","VA","Vandalism","A swastika was carved onto a black man's car."
"05/31/2004","Brooklyn","NY","Vandalism","Swastikas were scratched onto cars in a predominately Jewish neighborhood."
"05/31/2004","Queens","NY","Vandalism","Swastikas, profanity and satanic slogans were spray-painted on a monument."
"05/31/2004","Seattle","WA","Assault","Three men allegedly beat and stabbed a gay man."
"05/29/2004","Needham","MA","Leafletting","Racists leaftlets were distributed throughout a neighborhood."
"05/28/2004","Fremont","CA","Assault","A 28-year-old Afghan man was allegedly beaten by a group of Latino men who chased his car after he scolded two children for using racial epithets and cursing at his pregnant wife and young son."
"05/28/2004","Iowa City","IA","Rally","Fifteen people from the anti-gay Westboro Baptist Church protested at a local high school's graduation ceremonies because one of the graduates received the Matthew Shepard scholarship, named after the gay Wyoming youth who was killed because of his sexual orientation."
"05/28/2004","Kansas City","KS","Vandalism","The letters 'KKK' and the words 'white power' were spray-painted on a black family's privacy fence."
"05/28/2004","Shawnee","MO","Vandalism","The phrase 'White Power' and the letters 'KKK' were scrawled on an African- American family's fence and a racist slur was written on the windshield of a black woman's car."
"05/28/2004","Bandon","OR","Leafletting","Fliers from the neo-Nazi Aryan Nations were placed on cars of people attending an Irish festival."
"05/28/2004","Austin","TX","Assault","Christopher Rivers, 21, was charged with aggravated assault for allegedly attacking two interracial couples while yelling racial slurs."
"05/27/2004","Manhattan","NY","Vandalism","A swastika was etched on an elevator wall."
"05/27/2004","Pittsburgh","PA","Legal Developments","Klan leader David Wayne Hull, 41, was convicted of several firearms-related charges but acquitted of possessing two pipe bombs that exploded during white supremacist gatherings in 2002."
"05/27/2004","Pittsburgh","PA","Intimidation","Justin J. Ciletti, 23, was charged with attempted arson, criminal conspiracy, manufacture of an incendiary device, ethnic intimidation and reckless endangerment for allegedly hurling a Molotov cocktail through the window of a black family's home."
"05/26/2004","Portsmouth","NH","Vandalism","A Virgin Mary statue at a Catholic rectory was removed from its pedestal and hung by the neck with a garden hose."
"05/26/2004","Dallas","TX","Assault","Curtis William Murillo, 37, was charged with aggravated assault for attacking an Iranian- American man in 2002 because of his ethnicity."
"05/26/2004","Tacoma","WA","Legal Developments","Kurtis Monschke, a 20-year-old white supremacist, was found guilty of aggravated first-degree murder in the death of a 42-year-old homeless man."
"05/25/2004","Marin City","CA","Assault","Dion Ray Moore, a 27-year-old black man, was charged with a hate crime after his pitbull allegedly attacked a white plumbing repairman. Moore was charged with attempted robbery, assault with a deadly weapon (the pitbull), and assault likely to cause great bodily injury."
"05/24/2004","Azusa","CA","Intimidation","Christopher K. Rangel, 19, and two teenage boys were charged with suspicion of committing a hate crime for allegedly yelling racial slurs at a black man."
"05/24/2004","Redlands","CA","Vandalism","Two churches were defaced with satanic symbols."
"05/24/2004","Arlington","VA","Leafletting","Fliers from the neo-Nazi National Alliance were distributed throughout a neighborhood."
"05/24/2004","Milwaukee","WI","Threat","A 14-year-old boy was charged with a hate crime for allegedly sending threatening E-mails to a teacher at a charter school."
"05/23/2004","Santa Fe","NM","Leafletting","Fliers from the neo-Nazi National Alliance were distributed."
"05/23/2004","Orangetown","NY","Threat","A 16-year old white boy was charged with sending a threatening computer message that included a racial slur to the black daughter of a local pastor and civil rights activist."
"05/23/2004","Saranac Lake","NY","Assault","A 17-year-old was arrested and charged with a hate crime after he allegedly assaulted another youth because of his perceived sexual orientation."
"05/22/2004","Montclair","NJ","Leafletting","Anti-Semitic fliers from the neo-Nazi National Alliance were distributed throughout a neighborhood."
"05/21/2004","Las Cruces","NM","Leafletting","Fliers from the neo-Nazi National Alliance  were distributed in a neighborhood."
"05/19/2004","Tucker","GA","Vandalism","Racist graffiti was found on the running track at a high school."
"05/18/2004","Omaha","NE","Leafletting","Leaflets from the neo-Nazi National Alliance were tossed throughout various neighborhoods."
"05/18/2004","Newark","NJ","Vandalism","A 17-year-old Glen high school senior was charged with allegedly scratching an anti- Semitic slur into the school superintendent's car."
"05/18/2004","Seattle","WA","Leafletting","Fliers from the neo-Nazi National Alliance were distributed throughout a neighborhood."
"05/16/2004","Tucson","AZ","Leafletting","Fliers from the neo-Nazi National Alliance were left in yards."
"05/16/2004","Evesham","NJ","Leafletting","Fliers from the neo-Nazi White Revolution were distributed throughout a neighborhood."
"05/14/2004","Topeka","KS","Rally","About two dozen white supremacists attended a rally sponsored by the neo-Nazi White Revolution held near the site of the school that was the subject of the historic Brown v. Board of Education decision."
"05/14/2004","Detroit","MI","Legal Developments","Two white men, Brett Cashman, 45, and John T. Price, 27, were sentenced to 30 days in jail for allegedly vandalizing a landmark sculpture of black boxer Joe Louis."
"05/14/2004","New York","NY","Assault","A 29-year-old gay man was allegedly beaten and taunted with anti-gay slurs."
"05/13/2004","Miami","FL","Vandalism","A Muslim mosque was broken into and ransacked. A glass door was smashed, telephone lines were cut, and an alarm system was destroyed."
"05/13/2004","Longview","WA","Legal Developments","Aryan Nations member Zachary Loren Beck, 25, was charged with first-degree burglary, felony harassment and fourth- degree assault after firing at a police officer during a brief standoff with police who approached him in connection with a burglary investigation."
"05/12/2004","Miami","FL","Threat","A note reading 'Kill them all in the name of Allah' was left in the mailbox of an Islamic center."
"05/12/2004","Queens","NY","Vandalism","A swastika was scratched into a car."
"05/11/2004","Miami","FL","Vandalism","Obsenities and a swastika were spray- painted at an Islamic schoool."
"05/11/2004","Bronx","NY","Vandalism","Racial epithets were written in a school bathroom."
"05/11/2004","Manhattan Beach","NY","Vandalism","Anti-Semitic symbols and words were spray-painted on a bookstore."
"05/11/2004","New York","NY","Vandalism","A black swastika was drawn in heavy oil outside a Jewish catering hall."
"05/11/2004","Longview","WA","Leafletting","Anti-Semitic fliers and pictures of the World Trade Center were distributed by the neo-Nazi Aryan Nations."
"05/10/2004","Omaha","NE","Threat","A 33-year-old man allegedly left two threatening voice mail messages on the answering machine at an Islamic center."
"05/10/2004","Manhattan","NY","Assault","A 40-year-old man was allegedly beaten and called anti-gay epithets by teenagers."
"05/10/2004","Jasper","TX","Legal Developments","Two white teenagers, Joshua Lee Talley, 19, and John Matthew Fowler, 18, were charged with one count of criminal mischief for allegedly desecrating the grave of James Byrd Jr., the black man dragged to his death from the back of a pickup in 1998. Racial slurs and profanities were etched into part of the vault of Byrd's grave."
"05/09/2004","Brooklyn","NY","Vandalism","A swastika was scrawled outside a Jewish catering hall."
"05/09/2004","Chickasha","OK","Vandalism","Racial slurs were painted on and around a convenience store."
"05/08/2004","Lawrence","MA","Vandalism","A racial slur was scrawled on the steps of a predominantly black church."
"05/07/2004","Perrine","FL","Vandalism","A mosque was broken into and ransacked."
"05/07/2004","Bend","OR","Vandalism","The word 'fag was spray-painted on a sign, the words 'hippie fag' were written on a stone wall and the word 'queer' was scrawled on two exterior walls and a window at a community college campus."
"05/07/2004","Jasper","TX","Vandalism","The grave of James Byrd Jr., who was  murdered by three white men in 1998, was desecrated for the second time with racial slurs scratched into the headstone, which also was overturned."
"05/06/2004","Trenton","GA","Legal Developments","Six white men, Terrel Timothy Garner, Stacy Paul Jones, Steven Garland Jones, Jeremy Ray Sims, Eric Shane Sullivan and Billy Richard Wells, pleaded guilty to a hate crime charge of conspiracy to deprive civil rights for burning a cross in the yard of a woman whose daughter has a biracial boyfriend."
"05/06/2004","Haverhill","MA","Leafletting","Anti-Semitic literature from the neo-Nazi group New England Creativity was distributed."
"05/05/2004","Topeka","KS","Vandalism","Swastikas and other neo-Nazi graffiti were painted on a monument for Jewish soldiers who died during the Battle of Verdun."
"05/04/2004","Placerville","CA","Legal Developments","Jordan Elliott Immer, 22, and Joseph Stephen Seniceros, 23, admitted to physically assaulting two African- Americans in a racially motivated hate crime."
